category	chemical_id	chemical_name	dise_type	disease_id	disease_name	piece
	DB00035			ORPHA:2828		
	DB00035			ORPHA:2833		
	DB00035			ORPHA:2834		
	DB00035			ORPHA:284417		
	DB00035			ORPHA:2882		
	DB00035			ORPHA:289465		
	DB00035			ORPHA:289527		
	DB00035			ORPHA:2907		
	DB00035			ORPHA:293284		
	DB00035			ORPHA:293948		
	DB00035			ORPHA:2966		
	DB00035			ORPHA:30		
	DB00035			ORPHA:3002		
	DB00035			ORPHA:3111		
	DB00035			ORPHA:31112		
	DB00035			ORPHA:312		
	DB00035			ORPHA:313		
	DB00035			ORPHA:314394		
	DB00035			ORPHA:314637		
	DB00035			ORPHA:315311		
	DB00035			ORPHA:316		
	DB00035			ORPHA:317		
	DB00035			ORPHA:319504		
	DB00035			ORPHA:319509		
	DB00035			ORPHA:319671		
	DB00035			ORPHA:319675		
	DB00035			ORPHA:324561		
	DB00035			ORPHA:325		
	DB00035			ORPHA:325529		
	DB00035			ORPHA:327		
	DB00035			ORPHA:328		
	DB00035			ORPHA:329235		
	DB00035			ORPHA:329478		
	DB00035			ORPHA:3303		
	DB00035			ORPHA:331		
	DB00035			ORPHA:331187		
	DB00035			ORPHA:331190		
	DB00035			ORPHA:3318		
	DB00035			ORPHA:332		
	DB00035			ORPHA:33572		
	DB00035			ORPHA:33573		
	DB00035			ORPHA:342		
	DB00035			ORPHA:3451		
	DB00035			ORPHA:34514		
	DB00035			ORPHA:34515		
	DB00035			ORPHA:34516		
	DB00035			ORPHA:34517		
	DB00035			ORPHA:35		
	DB00035			ORPHA:352479		
	DB00035			ORPHA:352563		
	DB00035			ORPHA:352662		
	DB00035			ORPHA:352665		
	DB00035			ORPHA:353		
	DB00035			ORPHA:35704		
	DB00035			ORPHA:35706		
	DB00035			ORPHA:357064		
	DB00035			ORPHA:35878		
	DB00035			ORPHA:363543		
	DB00035			ORPHA:36367		
	DB00035			ORPHA:363958		
	DB00035			ORPHA:36412		
	DB00035			ORPHA:36426		
	DB00035			ORPHA:369840		
	DB00035			ORPHA:369992		
	DB00035			ORPHA:370002		
	DB00035			ORPHA:37042		
	DB00035			ORPHA:38874		
	DB00035			ORPHA:391376		
	DB00035			ORPHA:391428		
	DB00035			ORPHA:391457		
	DB00035			ORPHA:393		
	DB00035			ORPHA:397750		
	DB00035			ORPHA:398069		
	DB00035			ORPHA:398189		
	DB00035			ORPHA:399		
	DB00035			ORPHA:399058		
	DB00035			ORPHA:399096		
	DB00035			ORPHA:399103		
	DB00035			ORPHA:401901		
	DB00035			ORPHA:401920		
	DB00035			ORPHA:401986		
	DB00035			ORPHA:402003		
	DB00035			ORPHA:41		
	DB00035			ORPHA:411536		
	DB00035			ORPHA:411543		
	DB00035			ORPHA:414		
	DB00035			ORPHA:415		
	DB00035			ORPHA:420686		
	DB00035			ORPHA:420741		
	DB00035			ORPHA:423		
	DB00035			ORPHA:423479		
	DB00035			ORPHA:424261		
	DB00035			ORPHA:425		
	DB00035			ORPHA:431272		
	DB00035			ORPHA:432		
	DB00035			ORPHA:436252		
	DB00035			ORPHA:437572		
	DB00035			ORPHA:438274		
	DB00035			ORPHA:443057		
	DB00035			ORPHA:443062		
	DB00035			ORPHA:445110		
	DB00035			ORPHA:447977		
	DB00035			ORPHA:448372		
	DB00035			ORPHA:45448		
	DB00035			ORPHA:46		
	DB00035			ORPHA:478		
	DB00035			ORPHA:494		
	DB00035			ORPHA:50942		
	DB00035			ORPHA:50944		
	DB00035			ORPHA:52503		
	DB00035			ORPHA:55595		
	DB00035			ORPHA:600		
	DB00035			ORPHA:603		
	DB00035			ORPHA:609		
	DB00035			ORPHA:614		
	DB00035			ORPHA:62		
	DB00035			ORPHA:629		
	DB00035			ORPHA:632		
	DB00035			ORPHA:63273		
	DB00035			ORPHA:659		
	DB00035			ORPHA:664		
	DB00035			ORPHA:681		
	DB00035			ORPHA:682		
	DB00035			ORPHA:70587		
	DB00035			ORPHA:71278		
	DB00035			ORPHA:745		
	DB00035			ORPHA:752		
	DB00035			ORPHA:758		
	DB00035			ORPHA:77301		
	DB00035			ORPHA:779		
	DB00035			ORPHA:79105		
	DB00035			ORPHA:79152		
	DB00035			ORPHA:79154		
	DB00035			ORPHA:79233		
	DB00035			ORPHA:79253		
	DB00035			ORPHA:79254		
	DB00035			ORPHA:79276		
	DB00035			ORPHA:79292		
	DB00035			ORPHA:79315		
	DB00035			ORPHA:79350		
	DB00035			ORPHA:79351		
	DB00035			ORPHA:79395		
	DB00035			ORPHA:79643		
	DB00035			ORPHA:79644		
	DB00035			ORPHA:803		
	DB00035			ORPHA:805		
	DB00035			ORPHA:816		
	DB00035			ORPHA:819		
	DB00035			ORPHA:824		
	DB00035			ORPHA:827		
	DB00035			ORPHA:83642		
	DB00035			ORPHA:847		
	DB00035			ORPHA:85173		
	DB00035			ORPHA:86812		
	DB00035			ORPHA:86829		
	DB00035			ORPHA:86830		
	DB00035			ORPHA:87503		
	DB00035			ORPHA:882		
	DB00035			ORPHA:90		
	DB00035			ORPHA:900		
	DB00035			ORPHA:90023		
	DB00035			ORPHA:90348		
	DB00035			ORPHA:905		
	DB00035			ORPHA:90695		
	DB00035			ORPHA:90795		
	DB00035			ORPHA:90796		
	DB00035			ORPHA:91135		
	DB00035			ORPHA:915		
	DB00035			ORPHA:93602		
	DB00035			ORPHA:93606		
	DB00035			ORPHA:93616		
	DB00035			ORPHA:94064		
	DB00035			ORPHA:94065		
	DB00035			ORPHA:943		
	DB00035			ORPHA:95496		
	DB00035			ORPHA:95712		
	DB00035			ORPHA:95713		
	DB00035			ORPHA:95716		
	DB00035			ORPHA:97279		
	DB00035			ORPHA:976		
	DB00035			ORPHA:98434		
	DB00035			ORPHA:98791		
	DB00035			ORPHA:98794		
	DB00035			ORPHA:98795		
	DB00035			ORPHA:98813		
	DB00035			ORPHA:98855		
	DB00035			ORPHA:98863		
	DB00035			ORPHA:98880		
	DB00035			ORPHA:98881		
	DB00035			ORPHA:98895		
	DB00035			ORPHA:98896		
	DB00035			ORPHA:98934		
	DB00035			ORPHA:98978		
	DB00035			ORPHA:99103		
	DB00035			ORPHA:99105		
	DB00035			ORPHA:99361		
	DB00035			ORPHA:99757		
	DB00035			ORPHA:99860		
	DB00035			ORPHA:99861		
	DB00035			ORPHA:99960		
	DB00035			ORPHA:99970		
	DB00104			ORPHA:100050		
	DB00104			ORPHA:100051		
	DB00104			ORPHA:100054		
DM	DB00104	Octreotide	not_genetic	ORPHA:100093	Carcinoid syndrome	3.0
	DB00104			ORPHA:100976		
	DB00104			ORPHA:1010		
	DB00104			ORPHA:1187		
	DB00104			ORPHA:13		
	DB00104			ORPHA:137754		
	DB00104			ORPHA:140966		
	DB00104			ORPHA:1422		
	DB00104			ORPHA:1465		
	DB00104			ORPHA:147		
	DB00104			ORPHA:1479		
	DB00104			ORPHA:1520		
	DB00104			ORPHA:1578		
	DB00104			ORPHA:157941		
	DB00104			ORPHA:1587		
	DB00104			ORPHA:158778		
	DB00104			ORPHA:1606		
	DB00104			ORPHA:1627		
	DB00104			ORPHA:163596		
	DB00104			ORPHA:163693		
	DB00104			ORPHA:163699		
	DB00104			ORPHA:1658		
DM	DB00104	Octreotide	rare_genetic	ORPHA:165991	Exercise-induced hyperinsulinism	3.0
	DB00104			ORPHA:166078		
	DB00104			ORPHA:166084		
	DB00104			ORPHA:166087		
	DB00104			ORPHA:166090		
	DB00104			ORPHA:166093		
	DB00104			ORPHA:1662		
	DB00104			ORPHA:1675		
	DB00104			ORPHA:168940		
	DB00104			ORPHA:168947		
	DB00104			ORPHA:168953		
	DB00104			ORPHA:169147		
	DB00104			ORPHA:169464		
	DB00104			ORPHA:169615		
	DB00104			ORPHA:169802		
	DB00104			ORPHA:169805		
	DB00104			ORPHA:169808		
	DB00104			ORPHA:171829		
	DB00104			ORPHA:177904		
	DB00104			ORPHA:178307		
	DB00104			ORPHA:178345		
	DB00104			ORPHA:178400		
	DB00104			ORPHA:178461		
	DB00104			ORPHA:178464		
	DB00104			ORPHA:1807		
	DB00104			ORPHA:186		
	DB00104			ORPHA:1878		
	DB00104			ORPHA:1880		
	DB00104			ORPHA:199247		
	DB00104			ORPHA:199296		
	DB00104			ORPHA:199318		
	DB00104			ORPHA:200418		
	DB00104			ORPHA:200421		
	DB00104			ORPHA:206546		
	DB00104			ORPHA:206549		
	DB00104			ORPHA:206559		
	DB00104			ORPHA:206564		
	DB00104			ORPHA:2066		
	DB00104			ORPHA:2073		
	DB00104			ORPHA:2078		
	DB00104			ORPHA:2084		
	DB00104			ORPHA:2092		
	DB00104			ORPHA:209905		
	DB00104			ORPHA:209981		
	DB00104			ORPHA:210159		
	DB00104			ORPHA:2102		
	DB00104			ORPHA:217335		
	DB00104			ORPHA:218		
	DB00104			ORPHA:219		
	DB00104			ORPHA:220402		
	DB00104			ORPHA:220465		
	DB00104			ORPHA:2209		
	DB00104			ORPHA:221016		
	DB00104			ORPHA:221046		
	DB00104			ORPHA:221145		
	DB00104			ORPHA:226		
	DB00104			ORPHA:226307		
	DB00104			ORPHA:226316		
	DB00104			ORPHA:227510		
	DB00104			ORPHA:228384		
	DB00104			ORPHA:231144		
	DB00104			ORPHA:231214		
	DB00104			ORPHA:231222		
	DB00104			ORPHA:231226		
	DB00104			ORPHA:231401		
	DB00104			ORPHA:231671		
	DB00104			ORPHA:2337		
	DB00104			ORPHA:234		
	DB00104			ORPHA:2340		
	DB00104			ORPHA:238670		
	DB00104			ORPHA:238769		
	DB00104			ORPHA:241		
	DB00104			ORPHA:242		
	DB00104			ORPHA:243		
	DB00104			ORPHA:247820		
	DB00104			ORPHA:248111		
	DB00104			ORPHA:248408		
	DB00104			ORPHA:250977		
	DB00104			ORPHA:251056		
	DB00104			ORPHA:251071		
	DB00104			ORPHA:251612		
	DB00104			ORPHA:251671		
	DB00104			ORPHA:254361		
	DB00104			ORPHA:254528		
	DB00104			ORPHA:254688		
	DB00104			ORPHA:254693		
	DB00104			ORPHA:2576		
	DB00104			ORPHA:261144		
	DB00104			ORPHA:261197		
	DB00104			ORPHA:261257		
	DB00104			ORPHA:261279		
	DB00104			ORPHA:261295		
	DB00104			ORPHA:261330		
DM	DB00104	Octreotide	rare_genetic	ORPHA:263458	Hyperinsulinism due to INSR deficiency	4.0
	DB00104			ORPHA:264		
	DB00104			ORPHA:264200		
	DB00104			ORPHA:2646		
	DB00104			ORPHA:265		
	DB00104			ORPHA:266		
	DB00104			ORPHA:267		
	DB00104			ORPHA:269		
	DB00104			ORPHA:2698		
	DB00104			ORPHA:270		
	DB00104			ORPHA:2701		
	DB00104			ORPHA:2704		
	DB00104			ORPHA:276399		
DM	DB00104	Octreotide	rare_genetic	ORPHA:276556	Hyperinsulinism due to UCP2 deficiency	2.0
DM	DB00104	Octreotide	rare_genetic	ORPHA:276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency	2.0
DM	DB00104	Octreotide	rare_genetic	ORPHA:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	3.0
DM	DB00104	Octreotide	rare_genetic	ORPHA:276598	Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	4.0
DM	DB00104	Octreotide	rare_genetic	ORPHA:276603	Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency	0.0
	DB00104			ORPHA:276627		
	DB00104			ORPHA:2801		
	DB00104			ORPHA:280133		
	DB00104			ORPHA:280333		
	DB00104			ORPHA:281122		
	DB00104			ORPHA:281127		
	DB00104			ORPHA:281139		
	DB00104			ORPHA:281201		
	DB00104			ORPHA:2828		
	DB00104			ORPHA:2833		
	DB00104			ORPHA:2834		
	DB00104			ORPHA:284417		
	DB00104			ORPHA:2882		
	DB00104			ORPHA:289465		
	DB00104			ORPHA:289527		
	DB00104			ORPHA:2907		
	DB00104			ORPHA:293284		
	DB00104			ORPHA:293948		
	DB00104			ORPHA:2966		
	DB00104			ORPHA:30		
	DB00104			ORPHA:3002		
	DB00104			ORPHA:3111		
	DB00104			ORPHA:31112		
	DB00104			ORPHA:312		
	DB00104			ORPHA:313		
	DB00104			ORPHA:314394		
	DB00104			ORPHA:314637		
	DB00104			ORPHA:315311		
	DB00104			ORPHA:316		
	DB00104			ORPHA:317		
	DB00104			ORPHA:319504		
	DB00104			ORPHA:319509		
	DB00104			ORPHA:319671		
	DB00104			ORPHA:319675		
	DB00104			ORPHA:324561		
	DB00104			ORPHA:325		
	DB00104			ORPHA:325529		
	DB00104			ORPHA:327		
	DB00104			ORPHA:328		
	DB00104			ORPHA:329235		
	DB00104			ORPHA:329478		
	DB00104			ORPHA:3303		
	DB00104			ORPHA:331		
	DB00104			ORPHA:331187		
	DB00104			ORPHA:331190		
	DB00104			ORPHA:3318		
	DB00104			ORPHA:332		
	DB00104			ORPHA:33572		
	DB00104			ORPHA:33573		
	DB00104			ORPHA:342		
	DB00104			ORPHA:3451		
	DB00104			ORPHA:34514		
	DB00104			ORPHA:34515		
	DB00104			ORPHA:34516		
	DB00104			ORPHA:34517		
	DB00104			ORPHA:35		
	DB00104			ORPHA:352479		
	DB00104			ORPHA:352563		
	DB00104			ORPHA:352662		
	DB00104			ORPHA:352665		
	DB00104			ORPHA:353		
	DB00104			ORPHA:35704		
	DB00104			ORPHA:35706		
	DB00104			ORPHA:357064		
	DB00104			ORPHA:35878		
	DB00104			ORPHA:363543		
	DB00104			ORPHA:36367		
	DB00104			ORPHA:363958		
	DB00104			ORPHA:36412		
	DB00104			ORPHA:36426		
	DB00104			ORPHA:369840		
	DB00104			ORPHA:369992		
	DB00104			ORPHA:370002		
	DB00104			ORPHA:37042		
	DB00104			ORPHA:38874		
	DB00104			ORPHA:391376		
	DB00104			ORPHA:391428		
	DB00104			ORPHA:391457		
	DB00104			ORPHA:393		
	DB00104			ORPHA:397750		
	DB00104			ORPHA:398069		
	DB00104			ORPHA:398189		
	DB00104			ORPHA:399		
	DB00104			ORPHA:399058		
	DB00104			ORPHA:399096		
	DB00104			ORPHA:399103		
	DB00104			ORPHA:401901		
	DB00104			ORPHA:401920		
	DB00104			ORPHA:401986		
	DB00104			ORPHA:402003		
	DB00104			ORPHA:41		
	DB00104			ORPHA:411536		
	DB00104			ORPHA:411543		
	DB00104			ORPHA:414		
	DB00104			ORPHA:415		
	DB00104			ORPHA:420686		
	DB00104			ORPHA:420741		
	DB00104			ORPHA:423		
	DB00104			ORPHA:423479		
	DB00104			ORPHA:424261		
	DB00104			ORPHA:425		
	DB00104			ORPHA:431272		
	DB00104			ORPHA:432		
	DB00104			ORPHA:436252		
	DB00104			ORPHA:437572		
DM	DB00104	Octreotide	not_genetic	ORPHA:438274	GCGR-related hyperglucagonemia	4.0
	DB00104			ORPHA:443057		
	DB00104			ORPHA:443062		
	DB00104			ORPHA:445110		
	DB00104			ORPHA:447977		
DM	DB00104	Octreotide	rare_genetic	ORPHA:448372	X-linked acrogigantism due to Xq26 microduplication	2.0
	DB00104			ORPHA:45448		
	DB00104			ORPHA:46		
	DB00104			ORPHA:478		
	DB00104			ORPHA:494		
	DB00104			ORPHA:50942		
	DB00104			ORPHA:50944		
	DB00104			ORPHA:52503		
	DB00104			ORPHA:55595		
	DB00104			ORPHA:600		
	DB00104			ORPHA:603		
	DB00104			ORPHA:609		
	DB00104			ORPHA:614		
	DB00104			ORPHA:62		
	DB00104			ORPHA:629		
	DB00104			ORPHA:632		
	DB00104			ORPHA:63273		
	DB00104			ORPHA:659		
	DB00104			ORPHA:664		
	DB00104			ORPHA:681		
	DB00104			ORPHA:682		
	DB00104			ORPHA:70587		
	DB00104			ORPHA:71278		
	DB00104			ORPHA:745		
	DB00104			ORPHA:752		
	DB00104			ORPHA:758		
	DB00104			ORPHA:77301		
	DB00104			ORPHA:779		
	DB00104			ORPHA:79105		
	DB00104			ORPHA:79152		
	DB00104			ORPHA:79154		
	DB00104			ORPHA:79233		
	DB00104			ORPHA:79253		
	DB00104			ORPHA:79254		
	DB00104			ORPHA:79276		
	DB00104			ORPHA:79292		
	DB00104			ORPHA:79315		
	DB00104			ORPHA:79350		
	DB00104			ORPHA:79351		
	DB00104			ORPHA:79395		
DM	DB00104	Octreotide	rare_genetic	ORPHA:79643	Autosomal recessive hyperinsulinism due to SUR1 deficiency	0.0
DM	DB00104	Octreotide	rare_genetic	ORPHA:79644	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency	3.0
	DB00104			ORPHA:803		
	DB00104			ORPHA:805		
	DB00104			ORPHA:816		
	DB00104			ORPHA:819		
	DB00104			ORPHA:824		
	DB00104			ORPHA:827		
	DB00104			ORPHA:83642		
	DB00104			ORPHA:847		
	DB00104			ORPHA:85173		
	DB00104			ORPHA:86812		
	DB00104			ORPHA:86829		
	DB00104			ORPHA:86830		
	DB00104			ORPHA:87503		
	DB00104			ORPHA:882		
	DB00104			ORPHA:90		
	DB00104			ORPHA:900		
	DB00104			ORPHA:90023		
	DB00104			ORPHA:90348		
	DB00104			ORPHA:905		
	DB00104			ORPHA:90695		
	DB00104			ORPHA:90795		
	DB00104			ORPHA:90796		
	DB00104			ORPHA:91135		
	DB00104			ORPHA:915		
	DB00104			ORPHA:93602		
	DB00104			ORPHA:93606		
	DB00104			ORPHA:93616		
	DB00104			ORPHA:94064		
	DB00104			ORPHA:94065		
	DB00104			ORPHA:943		
	DB00104			ORPHA:95496		
	DB00104			ORPHA:95712		
	DB00104			ORPHA:95713		
	DB00104			ORPHA:95716		
DM	DB00104	Octreotide	not_genetic	ORPHA:963	Acromegaly	3.0
DM	DB00104	Octreotide	not_genetic	ORPHA:97279	Insulinoma	0.0
	DB00104			ORPHA:976		
	DB00104			ORPHA:98434		
	DB00104			ORPHA:98791		
	DB00104			ORPHA:98794		
	DB00104			ORPHA:98795		
	DB00104			ORPHA:98813		
	DB00104			ORPHA:98855		
	DB00104			ORPHA:98863		
	DB00104			ORPHA:98880		
	DB00104			ORPHA:98881		
	DB00104			ORPHA:98895		
	DB00104			ORPHA:98896		
	DB00104			ORPHA:98934		
	DB00104			ORPHA:98978		
	DB00104			ORPHA:99103		
	DB00104			ORPHA:99105		
	DB00104			ORPHA:99361		
	DB00104			ORPHA:99757		
	DB00104			ORPHA:99860		
	DB00104			ORPHA:99861		
	DB00104			ORPHA:99960		
	DB00104			ORPHA:99970		
	DB00115			ORPHA:100050		
	DB00115			ORPHA:100051		
	DB00115			ORPHA:100054		
	DB00115			ORPHA:100093		
	DB00115			ORPHA:1001		
	DB00115			ORPHA:100976		
	DB00115			ORPHA:1010		
	DB00115			ORPHA:103908		
	DB00115			ORPHA:1187		
	DB00115			ORPHA:1226		
	DB00115			ORPHA:124		
	DB00115			ORPHA:1263		
	DB00115			ORPHA:13		
	DB00115			ORPHA:133		
	DB00115			ORPHA:1331		
	DB00115			ORPHA:1334		
	DB00115			ORPHA:137754		
	DB00115			ORPHA:14		
	DB00115			ORPHA:140		
	DB00115			ORPHA:140905		
	DB00115			ORPHA:140966		
	DB00115			ORPHA:1422		
	DB00115			ORPHA:146		
	DB00115			ORPHA:1465		
	DB00115			ORPHA:1466		
	DB00115			ORPHA:147		
	DB00115			ORPHA:1479		
	DB00115			ORPHA:1507		
	DB00115			ORPHA:1520		
	DB00115			ORPHA:1578		
	DB00115			ORPHA:157941		
	DB00115			ORPHA:1587		
	DB00115			ORPHA:158775		
	DB00115			ORPHA:158778		
	DB00115			ORPHA:158793		
	DB00115			ORPHA:1596		
	DB00115			ORPHA:1606		
	DB00115			ORPHA:1617		
	DB00115			ORPHA:1620		
	DB00115			ORPHA:1627		
	DB00115			ORPHA:163596		
	DB00115			ORPHA:163693		
	DB00115			ORPHA:163699		
	DB00115			ORPHA:1658		
	DB00115			ORPHA:165991		
	DB00115			ORPHA:166078		
	DB00115			ORPHA:166084		
	DB00115			ORPHA:166087		
	DB00115			ORPHA:166090		
	DB00115			ORPHA:166093		
	DB00115			ORPHA:1662		
	DB00115			ORPHA:1675		
	DB00115			ORPHA:168940		
	DB00115			ORPHA:168947		
	DB00115			ORPHA:168953		
	DB00115			ORPHA:169095		
	DB00115			ORPHA:169147		
	DB00115			ORPHA:169150		
	DB00115			ORPHA:169464		
	DB00115			ORPHA:169467		
	DB00115			ORPHA:169615		
	DB00115			ORPHA:169802		
	DB00115			ORPHA:169805		
	DB00115			ORPHA:169808		
	DB00115			ORPHA:171		
	DB00115			ORPHA:171695		
	DB00115			ORPHA:171706		
	DB00115			ORPHA:171829		
	DB00115			ORPHA:1775		
	DB00115			ORPHA:177901		
	DB00115			ORPHA:177904		
	DB00115			ORPHA:177907		
	DB00115			ORPHA:177910		
	DB00115			ORPHA:178307		
	DB00115			ORPHA:178345		
	DB00115			ORPHA:178400		
	DB00115			ORPHA:178461		
	DB00115			ORPHA:178464		
	DB00115			ORPHA:1807		
	DB00115			ORPHA:186		
	DB00115			ORPHA:1878		
	DB00115			ORPHA:1880		
	DB00115			ORPHA:189		
	DB00115			ORPHA:199		
	DB00115			ORPHA:199247		
	DB00115			ORPHA:199296		
	DB00115			ORPHA:199318		
	DB00115			ORPHA:200418		
	DB00115			ORPHA:200421		
	DB00115			ORPHA:2030		
	DB00115			ORPHA:206546		
	DB00115			ORPHA:206549		
	DB00115			ORPHA:206559		
	DB00115			ORPHA:206564		
	DB00115			ORPHA:2066		
	DB00115			ORPHA:2073		
	DB00115			ORPHA:2078		
	DB00115			ORPHA:2084		
	DB00115			ORPHA:2092		
	DB00115			ORPHA:209905		
	DB00115			ORPHA:209916		
DM	DB00115	Cyanocobalamin	rare_genetic	ORPHA:209981	IRIDA syndrome	2.0
	DB00115			ORPHA:210159		
	DB00115			ORPHA:2102		
	DB00115			ORPHA:213711		
	DB00115			ORPHA:217335		
	DB00115			ORPHA:218		
	DB00115			ORPHA:219		
	DB00115			ORPHA:2199		
	DB00115			ORPHA:220295		
	DB00115			ORPHA:2203		
	DB00115			ORPHA:220402		
	DB00115			ORPHA:220465		
	DB00115			ORPHA:2209		
	DB00115			ORPHA:221016		
	DB00115			ORPHA:221046		
	DB00115			ORPHA:221145		
	DB00115			ORPHA:223		
	DB00115			ORPHA:226		
	DB00115			ORPHA:226307		
	DB00115			ORPHA:226316		
	DB00115			ORPHA:227510		
	DB00115			ORPHA:228384		
	DB00115			ORPHA:228402		
	DB00115			ORPHA:2290		
	DB00115			ORPHA:2308		
	DB00115			ORPHA:231108		
	DB00115			ORPHA:231140		
	DB00115			ORPHA:231144		
	DB00115			ORPHA:231214		
	DB00115			ORPHA:231222		
	DB00115			ORPHA:231226		
	DB00115			ORPHA:231401		
	DB00115			ORPHA:231671		
	DB00115			ORPHA:2323		
	DB00115			ORPHA:2334		
	DB00115			ORPHA:2337		
	DB00115			ORPHA:234		
	DB00115			ORPHA:2340		
